date,iso3,country,confirmed
2020-04-08,COL,Colombia,2054
2020-04-09,COL,Colombia,2223
2020-04-10,COL,Colombia,2473
2020-04-11,COL,Colombia,2709
2020-04-12,COL,Colombia,2776
2020-04-13,COL,Colombia,2852
2020-04-14,COL,Colombia,2979
2020-04-15,COL,Colombia,3105
2020-04-16,COL,Colombia,3233
2020-04-17,COL,Colombia,3439
2020-04-18,COL,Colombia,3439
2020-04-19,COL,Colombia,3792
2020-04-20,COL,Colombia,3977
2020-04-21,COL,Colombia,4149
2020-04-22,COL,Colombia,4356
2020-04-23,COL,Colombia,4561
2020-04-24,COL,Colombia,4881
2020-04-25,COL,Colombia,5142
2020-04-26,COL,Colombia,5379
2020-04-27,COL,Colombia,5597
2020-04-28,COL,Colombia,5949
2020-04-29,COL,Colombia,6207
2020-04-30,COL,Colombia,6507
2020-05-01,COL,Colombia,7006
2020-05-02,COL,Colombia,7006
2020-01-24,,Comoros,0
2020-01-25,,Comoros,0
2020-01-26,,Comoros,0
2020-01-27,,Comoros,0
2020-01-28,,Comoros,0
2020-01-29,,Comoros,0
2020-01-30,,Comoros,0
2020-01-31,,Comoros,0
2020-02-01,,Comoros,0
2020-02-02,,Comoros,0
2020-02-03,,Comoros,0
2020-02-04,,Comoros,0
2020-02-05,,Comoros,0
2020-02-06,,Comoros,0
2020-02-07,,Comoros,0
2020-02-08,,Comoros,0
2020-02-09,,Comoros,0
2020-02-10,,Comoros,0
2020-02-11,,Comoros,0
2020-02-12,,Comoros,0
2020-02-13,,Comoros,0
2020-02-14,,Comoros,0
2020-02-15,,Comoros,0
2020-02-16,,Comoros,0
2020-02-17,,Comoros,0
2020-02-18,,Comoros,0
2020-02-19,,Comoros,0
2020-02-20,,Comoros,0
2020-02-21,,Comoros,0
2020-02-22,,Comoros,0
2020-02-23,,Comoros,0
2020-02-24,,Comoros,0
2020-02-25,,Comoros,0
2020-02-26,,Comoros,0
2020-02-27,,Comoros,0
2020-02-28,,Comoros,0
2020-02-29,,Comoros,0
2020-03-01,,Comoros,0
2020-03-02,,Comoros,0
2020-03-03,,Comoros,0
2020-03-04,,Comoros,0
2020-03-05,,Comoros,0
2020-03-06,,Comoros,0
2020-03-07,,Comoros,0
2020-03-08,,Comoros,0
2020-03-09,,Comoros,0
2020-03-10,,Comoros,0
2020-03-11,,Comoros,0
2020-03-12,,Comoros,0
2020-03-13,,Comoros,0
2020-03-14,,Comoros,0
2020-03-15,,Comoros,0
2020-03-16,,Comoros,0
2020-03-17,,Comoros,0
2020-03-18,,Comoros,0
2020-03-19,,Comoros,0
2020-03-20,,Comoros,0
2020-03-21,,Comoros,0
2020-03-22,,Comoros,0
2020-03-23,,Comoros,0
2020-03-24,,Comoros,0
2020-03-25,,Comoros,0
2020-03-26,,Comoros,0
2020-03-27,,Comoros,0
2020-03-28,,Comoros,0
2020-03-29,,Comoros,0
2020-03-30,,Comoros,0
2020-03-31,,Comoros,0
2020-04-01,,Comoros,0
2020-04-02,,Comoros,0
2020-04-03,,Comoros,0
2020-04-04,,Comoros,0
2020-04-05,,Comoros,0
2020-04-06,,Comoros,0
2020-04-07,,Comoros,0
2020-04-08,,Comoros,0
2020-04-09,,Comoros,0
2020-04-10,,Comoros,0
2020-04-11,,Comoros,0
2020-04-12,,Comoros,0
2020-04-13,,Comoros,0
2020-04-14,,Comoros,0
2020-04-15,,Comoros,0
2020-04-16,,Comoros,0
2020-04-17,,Comoros,0
2020-04-18,,Comoros,0
2020-04-19,,Comoros,0
2020-04-20,,Comoros,0
2020-04-21,,Comoros,0
2020-04-22,,Comoros,0
2020-04-23,,Comoros,0
2020-04-24,,Comoros,0
2020-04-25,,Comoros,0
2020-04-26,,Comoros,0
2020-04-27,,Comoros,0
2020-04-28,,Comoros,0
2020-04-29,,Comoros,0
2020-04-30,,Comoros,1
2020-05-01,,Comoros,1
2020-05-02,,Comoros,1
2020-01-24,COG,Congo (Brazzaville),0
2020-01-25,COG,Congo (Brazzaville),0
2020-01-26,COG,Congo (Brazzaville),0
2020-01-27,COG,Congo (Brazzaville),0
2020-01-28,COG,Congo (Brazzaville),0
2020-01-29,COG,Congo (Brazzaville),0
2020-01-30,COG,Congo (Brazzaville),0
2020-01-31,COG,Congo (Brazzaville),0
2020-02-01,COG,Congo (Brazzaville),0
2020-02-02,COG,Congo (Brazzaville),0
2020-02-03,COG,Congo (Brazzaville),0
2020-02-04,COG,Congo (Brazzaville),0
2020-02-05,COG,Congo (Brazzaville),0
2020-02-06,COG,Congo (Brazzaville),0
2020-02-07,COG,Congo (Brazzaville),0
2020-02-08,COG,Congo (Brazzaville),0
2020-02-09,COG,Congo (Brazzaville),0
2020-02-10,COG,Congo (Brazzaville),0
2020-02-11,COG,Congo (Brazzaville),0
2020-02-12,COG,Congo (Brazzaville),0
2020-02-13,COG,Congo (Brazzaville),0
2020-02-14,COG,Congo (Brazzaville),0
2020-02-15,COG,Congo (Brazzaville),0
2020-02-16,COG,Congo (Brazzaville),0
2020-02-17,COG,Congo (Brazzaville),0
2020-02-18,COG,Congo (Brazzaville),0
2020-02-19,COG,Congo (Brazzaville),0
2020-02-20,COG,Congo (Brazzaville),0
2020-02-21,COG,Congo (Brazzaville),0
2020-02-22,COG,Congo (Brazzaville),0
2020-02-23,COG,Congo (Brazzaville),0
2020-02-24,COG,Congo (Brazzaville),0
2020-02-25,COG,Congo (Brazzaville),0
2020-02-26,COG,Congo (Brazzaville),0
2020-02-27,COG,Congo (Brazzaville),0
2020-02-28,COG,Congo (Brazzaville),0
2020-02-29,COG,Congo (Brazzaville),0
2020-03-01,COG,Congo (Brazzaville),0
2020-03-02,COG,Congo (Brazzaville),0
2020-03-03,COG,Congo (Brazzaville),0
2020-03-04,COG,Congo (Brazzaville),0
2020-03-05,COG,Congo (Brazzaville),0
2020-03-06,COG,Congo (Brazzaville),0
2020-03-07,COG,Congo (Brazzaville),0
2020-03-08,COG,Congo (Brazzaville),0
2020-03-09,COG,Congo (Brazzaville),0
2020-03-10,COG,Congo (Brazzaville),0
2020-03-11,COG,Congo (Brazzaville),0
2020-03-12,COG,Congo (Brazzaville),0
2020-03-13,COG,Congo (Brazzaville),0
2020-03-14,COG,Congo (Brazzaville),0
2020-03-15,COG,Congo (Brazzaville),1
2020-03-16,COG,Congo (Brazzaville),1
2020-03-17,COG,Congo (Brazzaville),1
2020-03-18,COG,Congo (Brazzaville),1
2020-03-19,COG,Congo (Brazzaville),3
2020-03-20,COG,Congo (Brazzaville),3
2020-03-21,COG,Congo (Brazzaville),3
2020-03-22,COG,Congo (Brazzaville),3
2020-03-23,COG,Congo (Brazzaville),4
2020-03-24,COG,Congo (Brazzaville),4
2020-03-25,COG,Congo (Brazzaville),4
2020-03-26,COG,Congo (Brazzaville),4
2020-03-27,COG,Congo (Brazzaville),4
2020-03-28,COG,Congo (Brazzaville),4
2020-03-29,COG,Congo (Brazzaville),19
2020-03-30,COG,Congo (Brazzaville),19
2020-03-31,COG,Congo (Brazzaville),19
2020-04-01,COG,Congo (Brazzaville),19
2020-04-02,COG,Congo (Brazzaville),22
2020-04-03,COG,Congo (Brazzaville),22
2020-04-04,COG,Congo (Brazzaville),22
2020-04-05,COG,Congo (Brazzaville),45
2020-04-06,COG,Congo (Brazzaville),45
2020-04-07,COG,Congo (Brazzaville),45
2020-04-08,COG,Congo (Brazzaville),45
2020-04-09,COG,Congo (Brazzaville),60
2020-04-10,COG,Congo (Brazzaville),60
2020-04-11,COG,Congo (Brazzaville),60
2020-04-12,COG,Congo (Brazzaville),60
2020-04-13,COG,Congo (Brazzaville),60
2020-04-14,COG,Congo (Brazzaville),60
2020-04-15,COG,Congo (Brazzaville),117
2020-04-16,COG,Congo (Brazzaville),117
2020-04-17,COG,Congo (Brazzaville),143
2020-04-18,COG,Congo (Brazzaville),143
2020-04-19,COG,Congo (Brazzaville),143
2020-04-20,COG,Congo (Brazzaville),160
2020-04-21,COG,Congo (Brazzaville),165
2020-04-22,COG,Congo (Brazzaville),186
2020-04-23,COG,Congo (Brazzaville),186
2020-04-24,COG,Congo (Brazzaville),200
2020-04-25,COG,Congo (Brazzaville),200
2020-04-26,COG,Congo (Brazzaville),200
2020-04-27,COG,Congo (Brazzaville),200
2020-04-28,COG,Congo (Brazzaville),207
2020-04-29,COG,Congo (Brazzaville),207
2020-04-30,COG,Congo (Brazzaville),220
2020-05-01,COG,Congo (Brazzaville),229
2020-05-02,COG,Congo (Brazzaville),229
2020-01-24,COD,Congo (Kinshasa),0
2020-01-25,COD,Congo (Kinshasa),0
2020-01-26,COD,Congo (Kinshasa),0
2020-01-27,COD,Congo (Kinshasa),0
2020-01-28,COD,Congo (Kinshasa),0
2020-01-29,COD,Congo (Kinshasa),0
2020-01-30,COD,Congo (Kinshasa),0
2020-01-31,COD,Congo (Kinshasa),0
2020-02-01,COD,Congo (Kinshasa),0
2020-02-02,COD,Congo (Kinshasa),0
2020-02-03,COD,Congo (Kinshasa),0
2020-02-04,COD,Congo (Kinshasa),0
2020-02-05,COD,Congo (Kinshasa),0
2020-02-06,COD,Congo (Kinshasa),0
2020-02-07,COD,Congo (Kinshasa),0
2020-02-08,COD,Congo (Kinshasa),0
2020-02-09,COD,Congo (Kinshasa),0
2020-02-10,COD,Congo (Kinshasa),0
2020-02-11,COD,Congo (Kinshasa),0
2020-02-12,COD,Congo (Kinshasa),0
2020-02-13,COD,Congo (Kinshasa),0
2020-02-14,COD,Congo (Kinshasa),0
2020-02-15,COD,Congo (Kinshasa),0
2020-02-16,COD,Congo (Kinshasa),0
2020-02-17,COD,Congo (Kinshasa),0
2020-02-18,COD,Congo (Kinshasa),0
2020-02-19,COD,Congo (Kinshasa),0
2020-02-20,COD,Congo (Kinshasa),0
2020-02-21,COD,Congo (Kinshasa),0
2020-02-22,COD,Congo (Kinshasa),0
2020-02-23,COD,Congo (Kinshasa),0
2020-02-24,COD,Congo (Kinshasa),0
2020-02-25,COD,Congo (Kinshasa),0
2020-02-26,COD,Congo (Kinshasa),0
2020-02-27,COD,Congo (Kinshasa),0
2020-02-28,COD,Congo (Kinshasa),0
2020-02-29,COD,Congo (Kinshasa),0
2020-03-01,COD,Congo (Kinshasa),0
2020-03-02,COD,Congo (Kinshasa),0
2020-03-03,COD,Congo (Kinshasa),0
2020-03-04,COD,Congo (Kinshasa),0
2020-03-05,COD,Congo (Kinshasa),0
2020-03-06,COD,Congo (Kinshasa),0
2020-03-07,COD,Congo (Kinshasa),0
2020-03-08,COD,Congo (Kinshasa),0
2020-03-09,COD,Congo (Kinshasa),0
2020-03-10,COD,Congo (Kinshasa),0
2020-03-11,COD,Congo (Kinshasa),1
2020-03-12,COD,Congo (Kinshasa),1
2020-03-13,COD,Congo (Kinshasa),2
2020-03-14,COD,Congo (Kinshasa),2
2020-03-15,COD,Congo (Kinshasa),2
2020-03-16,COD,Congo (Kinshasa),2
2020-03-17,COD,Congo (Kinshasa),3
2020-03-18,COD,Congo (Kinshasa),4
2020-03-19,COD,Congo (Kinshasa),14
2020-03-20,COD,Congo (Kinshasa),18
2020-03-21,COD,Congo (Kinshasa),23
2020-03-22,COD,Congo (Kinshasa),30
2020-03-23,COD,Congo (Kinshasa),36
2020-03-24,COD,Congo (Kinshasa),45
2020-03-25,COD,Congo (Kinshasa),48
2020-03-26,COD,Congo (Kinshasa),51
2020-03-27,COD,Congo (Kinshasa),51
2020-03-28,COD,Congo (Kinshasa),65
2020-03-29,COD,Congo (Kinshasa),65
2020-03-30,COD,Congo (Kinshasa),81
2020-03-31,COD,Congo (Kinshasa),98
2020-04-01,COD,Congo (Kinshasa),109
2020-04-02,COD,Congo (Kinshasa),134
2020-04-03,COD,Congo (Kinshasa),134
2020-04-04,COD,Congo (Kinshasa),154
2020-04-05,COD,Congo (Kinshasa),154
2020-04-06,COD,Congo (Kinshasa),161
2020-04-07,COD,Congo (Kinshasa),180
2020-04-08,COD,Congo (Kinshasa),180
2020-04-09,COD,Congo (Kinshasa),180
2020-04-10,COD,Congo (Kinshasa),215
2020-04-11,COD,Congo (Kinshasa),223
2020-04-12,COD,Congo (Kinshasa),234
2020-04-13,COD,Congo (Kinshasa),235
2020-04-14,COD,Congo (Kinshasa),241
2020-04-15,COD,Congo (Kinshasa),254
2020-04-16,COD,Congo (Kinshasa),267
2020-04-17,COD,Congo (Kinshasa),287
2020-04-18,COD,Congo (Kinshasa),307
2020-04-19,COD,Congo (Kinshasa),327
2020-04-20,COD,Congo (Kinshasa),332
2020-04-21,COD,Congo (Kinshasa),350
2020-04-22,COD,Congo (Kinshasa),359
2020-04-23,COD,Congo (Kinshasa),377
2020-04-24,COD,Congo (Kinshasa),394
2020-04-25,COD,Congo (Kinshasa),416
2020-04-26,COD,Congo (Kinshasa),442
2020-04-27,COD,Congo (Kinshasa),459
2020-04-28,COD,Congo (Kinshasa),471
2020-04-29,COD,Congo (Kinshasa),491
2020-04-30,COD,Congo (Kinshasa),572
2020-05-01,COD,Congo (Kinshasa),604
2020-05-02,COD,Congo (Kinshasa),604
2020-01-24,CRI,Costa Rica,0
2020-01-25,CRI,Costa Rica,0
2020-01-26,CRI,Costa Rica,0
2020-01-27,CRI,Costa Rica,0
2020-01-28,CRI,Costa Rica,0
2020-01-29,CRI,Costa Rica,0
2020-01-30,CRI,Costa Rica,0
2020-01-31,CRI,Costa Rica,0
2020-02-01,CRI,Costa Rica,0
2020-02-02,CRI,Costa Rica,0
2020-02-03,CRI,Costa Rica,0
2020-02-04,CRI,Costa Rica,0
2020-02-05,CRI,Costa Rica,0
2020-02-06,CRI,Costa Rica,0
2020-02-07,CRI,Costa Rica,0
2020-02-08,CRI,Costa Rica,0
2020-02-09,CRI,Costa Rica,0
2020-02-10,CRI,Costa Rica,0
2020-02-11,CRI,Costa Rica,0
2020-02-12,CRI,Costa Rica,0
2020-02-13,CRI,Costa Rica,0
2020-02-14,CRI,Costa Rica,0
2020-02-15,CRI,Costa Rica,0
2020-02-16,CRI,Costa Rica,0
2020-02-17,CRI,Costa Rica,0
2020-02-18,CRI,Costa Rica,0
2020-02-19,CRI,Costa Rica,0
2020-02-20,CRI,Costa Rica,0
2020-02-21,CRI,Costa Rica,0
2020-02-22,CRI,Costa Rica,0
2020-02-23,CRI,Costa Rica,0
2020-02-24,CRI,Costa Rica,0
2020-02-25,CRI,Costa Rica,0
2020-02-26,CRI,Costa Rica,0
2020-02-27,CRI,Costa Rica,0
2020-02-28,CRI,Costa Rica,0
2020-02-29,CRI,Costa Rica,0
2020-03-01,CRI,Costa Rica,0
2020-03-02,CRI,Costa Rica,0
2020-03-03,CRI,Costa Rica,0
2020-03-04,CRI,Costa Rica,0
2020-03-05,CRI,Costa Rica,0
2020-03-06,CRI,Costa Rica,1
2020-03-07,CRI,Costa Rica,1
2020-03-08,CRI,Costa Rica,5
2020-03-09,CRI,Costa Rica,9
2020-03-10,CRI,Costa Rica,9
2020-03-11,CRI,Costa Rica,13
2020-03-12,CRI,Costa Rica,22
2020-03-13,CRI,Costa Rica,23
2020-03-14,CRI,Costa Rica,26
2020-03-15,CRI,Costa Rica,27
2020-03-16,CRI,Costa Rica,35
2020-03-17,CRI,Costa Rica,41
2020-03-18,CRI,Costa Rica,50
2020-03-19,CRI,Costa Rica,69
2020-03-20,CRI,Costa Rica,89
2020-03-21,CRI,Costa Rica,117
2020-03-22,CRI,Costa Rica,134
2020-03-23,CRI,Costa Rica,158
2020-03-24,CRI,Costa Rica,177
2020-03-25,CRI,Costa Rica,201
2020-03-26,CRI,Costa Rica,231
2020-03-27,CRI,Costa Rica,263
2020-03-28,CRI,Costa Rica,295
2020-03-29,CRI,Costa Rica,314
2020-03-30,CRI,Costa Rica,330
2020-03-31,CRI,Costa Rica,347
2020-04-01,CRI,Costa Rica,375
2020-04-02,CRI,Costa Rica,396
2020-04-03,CRI,Costa Rica,416
2020-04-04,CRI,Costa Rica,435
2020-04-05,CRI,Costa Rica,454
2020-04-06,CRI,Costa Rica,467
2020-04-07,CRI,Costa Rica,483
2020-04-08,CRI,Costa Rica,502
2020-04-09,CRI,Costa Rica,539
2020-04-10,CRI,Costa Rica,558
2020-04-11,CRI,Costa Rica,577
2020-04-12,CRI,Costa Rica,595
2020-04-13,CRI,Costa Rica,612
2020-04-14,CRI,Costa Rica,618
2020-04-15,CRI,Costa Rica,626
2020-04-16,CRI,Costa Rica,642
2020-04-17,CRI,Costa Rica,649
2020-04-18,CRI,Costa Rica,655
2020-04-19,CRI,Costa Rica,660
2020-04-20,CRI,Costa Rica,662
2020-04-21,CRI,Costa Rica,669
2020-04-22,CRI,Costa Rica,681
2020-04-23,CRI,Costa Rica,686
2020-04-24,CRI,Costa Rica,687
2020-04-25,CRI,Costa Rica,693
2020-04-26,CRI,Costa Rica,695
2020-04-27,CRI,Costa Rica,697
2020-04-28,CRI,Costa Rica,705
2020-04-29,CRI,Costa Rica,713
2020-04-30,CRI,Costa Rica,719
2020-05-01,CRI,Costa Rica,725
2020-05-02,CRI,Costa Rica,725
2020-01-24,CIV,Cote d'Ivoire,0
2020-01-25,CIV,Cote d'Ivoire,0
2020-01-26,CIV,Cote d'Ivoire,0
2020-01-27,CIV,Cote d'Ivoire,0
2020-01-28,CIV,Cote d'Ivoire,0
2020-01-29,CIV,Cote d'Ivoire,0
2020-01-30,CIV,Cote d'Ivoire,0
2020-01-31,CIV,Cote d'Ivoire,0
2020-02-01,CIV,Cote d'Ivoire,0
2020-02-02,CIV,Cote d'Ivoire,0
2020-02-03,CIV,Cote d'Ivoire,0
2020-02-04,CIV,Cote d'Ivoire,0
2020-02-05,CIV,Cote d'Ivoire,0
2020-02-06,CIV,Cote d'Ivoire,0
2020-02-07,CIV,Cote d'Ivoire,0
2020-02-08,CIV,Cote d'Ivoire,0
2020-02-09,CIV,Cote d'Ivoire,0
2020-02-10,CIV,Cote d'Ivoire,0
2020-02-11,CIV,Cote d'Ivoire,0
2020-02-12,CIV,Cote d'Ivoire,0
2020-02-13,CIV,Cote d'Ivoire,0
2020-02-14,CIV,Cote d'Ivoire,0
2020-02-15,CIV,Cote d'Ivoire,0
2020-02-16,CIV,Cote d'Ivoire,0
2020-02-17,CIV,Cote d'Ivoire,0
2020-02-18,CIV,Cote d'Ivoire,0
2020-02-19,CIV,Cote d'Ivoire,0
2020-02-20,CIV,Cote d'Ivoire,0
2020-02-21,CIV,Cote d'Ivoire,0
2020-02-22,CIV,Cote d'Ivoire,0
2020-02-23,CIV,Cote d'Ivoire,0
2020-02-24,CIV,Cote d'Ivoire,0
2020-02-25,CIV,Cote d'Ivoire,0
2020-02-26,CIV,Cote d'Ivoire,0
2020-02-27,CIV,Cote d'Ivoire,0
2020-02-28,CIV,Cote d'Ivoire,0
2020-02-29,CIV,Cote d'Ivoire,0
2020-03-01,CIV,Cote d'Ivoire,0
2020-03-02,CIV,Cote d'Ivoire,0
2020-03-03,CIV,Cote d'Ivoire,0
2020-03-04,CIV,Cote d'Ivoire,0
2020-03-05,CIV,Cote d'Ivoire,0
2020-03-06,CIV,Cote d'Ivoire,0
2020-03-07,CIV,Cote d'Ivoire,0
2020-03-08,CIV,Cote d'Ivoire,0
2020-03-09,CIV,Cote d'Ivoire,0
2020-03-10,CIV,Cote d'Ivoire,0
2020-03-11,CIV,Cote d'Ivoire,1
2020-03-12,CIV,Cote d'Ivoire,1
2020-03-13,CIV,Cote d'Ivoire,1
2020-03-14,CIV,Cote d'Ivoire,1
2020-03-15,CIV,Cote d'Ivoire,1
2020-03-16,CIV,Cote d'Ivoire,1
2020-03-17,CIV,Cote d'Ivoire,5
2020-03-18,CIV,Cote d'Ivoire,6
2020-03-19,CIV,Cote d'Ivoire,9
2020-03-20,CIV,Cote d'Ivoire,9
2020-03-21,CIV,Cote d'Ivoire,14
2020-03-22,CIV,Cote d'Ivoire,14
2020-03-23,CIV,Cote d'Ivoire,25
2020-03-24,CIV,Cote d'Ivoire,73
2020-03-25,CIV,Cote d'Ivoire,80
2020-03-26,CIV,Cote d'Ivoire,96
2020-03-27,CIV,Cote d'Ivoire,101
2020-03-28,CIV,Cote d'Ivoire,101
2020-03-29,CIV,Cote d'Ivoire,165
2020-03-30,CIV,Cote d'Ivoire,168
2020-03-31,CIV,Cote d'Ivoire,179
2020-04-01,CIV,Cote d'Ivoire,190
2020-04-02,CIV,Cote d'Ivoire,194
2020-04-03,CIV,Cote d'Ivoire,218
2020-04-04,CIV,Cote d'Ivoire,245
2020-04-05,CIV,Cote d'Ivoire,261
2020-04-06,CIV,Cote d'Ivoire,323
2020-04-07,CIV,Cote d'Ivoire,349
2020-04-08,CIV,Cote d'Ivoire,384
2020-04-09,CIV,Cote d'Ivoire,444
2020-04-10,CIV,Cote d'Ivoire,444
2020-04-11,CIV,Cote d'Ivoire,533
2020-04-12,CIV,Cote d'Ivoire,574
2020-04-13,CIV,Cote d'Ivoire,626
2020-04-14,CIV,Cote d'Ivoire,638
2020-04-15,CIV,Cote d'Ivoire,638
2020-04-16,CIV,Cote d'Ivoire,654
2020-04-17,CIV,Cote d'Ivoire,688
2020-04-18,CIV,Cote d'Ivoire,801
2020-04-19,CIV,Cote d'Ivoire,847
2020-04-20,CIV,Cote d'Ivoire,847
2020-04-21,CIV,Cote d'Ivoire,916
2020-04-22,CIV,Cote d'Ivoire,952
2020-04-23,CIV,Cote d'Ivoire,1004
2020-04-24,CIV,Cote d'Ivoire,1077
2020-04-25,CIV,Cote d'Ivoire,1077
2020-04-26,CIV,Cote d'Ivoire,1150
2020-04-27,CIV,Cote d'Ivoire,1164
2020-04-28,CIV,Cote d'Ivoire,1183
2020-04-29,CIV,Cote d'Ivoire,1238
2020-04-30,CIV,Cote d'Ivoire,1275
2020-05-01,CIV,Cote d'Ivoire,1333
2020-05-02,CIV,Cote d'Ivoire,1333
2020-01-24,HRV,Croatia,0
2020-01-25,HRV,Croatia,0
2020-01-26,HRV,Croatia,0
2020-01-27,HRV,Croatia,0
2020-01-28,HRV,Croatia,0
2020-01-29,HRV,Croatia,0
2020-01-30,HRV,Croatia,0
2020-01-31,HRV,Croatia,0
2020-02-01,HRV,Croatia,0
2020-02-02,HRV,Croatia,0
2020-02-03,HRV,Croatia,0
2020-02-04,HRV,Croatia,0
2020-02-05,HRV,Croatia,0
2020-02-06,HRV,Croatia,0
2020-02-07,HRV,Croatia,0
2020-02-08,HRV,Croatia,0
2020-02-09,HRV,Croatia,0
2020-02-10,HRV,Croatia,0
2020-02-11,HRV,Croatia,0
2020-02-12,HRV,Croatia,0
2020-02-13,HRV,Croatia,0
2020-02-14,HRV,Croatia,0
2020-02-15,HRV,Croatia,0
2020-02-16,HRV,Croatia,0
2020-02-17,HRV,Croatia,0
2020-02-18,HRV,Croatia,0
2020-02-19,HRV,Croatia,0
2020-02-20,HRV,Croatia,0
2020-02-21,HRV,Croatia,0
2020-02-22,HRV,Croatia,0
2020-02-23,HRV,Croatia,0
2020-02-24,HRV,Croatia,0
2020-02-25,HRV,Croatia,1
2020-02-26,HRV,Croatia,3
2020-02-27,HRV,Croatia,3
2020-02-28,HRV,Croatia,5
2020-02-29,HRV,Croatia,6
2020-03-01,HRV,Croatia,7
2020-03-02,HRV,Croatia,7
2020-03-03,HRV,Croatia,9
2020-03-04,HRV,Croatia,10
2020-03-05,HRV,Croatia,10
2020-03-06,HRV,Croatia,11
2020-03-07,HRV,Croatia,12
2020-03-08,HRV,Croatia,12
2020-03-09,HRV,Croatia,12
2020-03-10,HRV,Croatia,14
2020-03-11,HRV,Croatia,19
2020-03-12,HRV,Croatia,19
2020-03-13,HRV,Croatia,32
2020-03-14,HRV,Croatia,38
2020-03-15,HRV,Croatia,49
2020-03-16,HRV,Croatia,57
2020-03-17,HRV,Croatia,65
2020-03-18,HRV,Croatia,81
2020-03-19,HRV,Croatia,105
2020-03-20,HRV,Croatia,128
2020-03-21,HRV,Croatia,206
2020-03-22,HRV,Croatia,254
2020-03-23,HRV,Croatia,315
2020-03-24,HRV,Croatia,382
2020-03-25,HRV,Croatia,442
2020-03-26,HRV,Croatia,495
2020-03-27,HRV,Croatia,586
2020-03-28,HRV,Croatia,657
2020-03-29,HRV,Croatia,713
2020-03-30,HRV,Croatia,790
2020-03-31,HRV,Croatia,867
2020-04-01,HRV,Croatia,963
2020-04-02,HRV,Croatia,1011
2020-04-03,HRV,Croatia,1079
2020-04-04,HRV,Croatia,1126
2020-04-05,HRV,Croatia,1182
2020-04-06,HRV,Croatia,1222
2020-04-07,HRV,Croatia,1282
2020-04-08,HRV,Croatia,1343
2020-04-09,HRV,Croatia,1407
2020-04-10,HRV,Croatia,1495
2020-04-11,HRV,Croatia,1534
2020-04-12,HRV,Croatia,1600
2020-04-13,HRV,Croatia,1650
2020-04-14,HRV,Croatia,1704
2020-04-15,HRV,Croatia,1741
2020-04-16,HRV,Croatia,1791
2020-04-17,HRV,Croatia,1814
2020-04-18,HRV,Croatia,1832
2020-04-19,HRV,Croatia,1871
2020-04-20,HRV,Croatia,1881
2020-04-21,HRV,Croatia,1908
2020-04-22,HRV,Croatia,1950
2020-04-23,HRV,Croatia,1981
2020-04-24,HRV,Croatia,2009
2020-04-25,HRV,Croatia,2016
2020-04-26,HRV,Croatia,2030
2020-04-27,HRV,Croatia,2039
2020-04-28,HRV,Croatia,2047
2020-04-29,HRV,Croatia,2062
2020-04-30,HRV,Croatia,2076
2020-05-01,HRV,Croatia,2085
2020-05-02,HRV,Croatia,2085
2020-01-24,CUB,Cuba,0
2020-01-25,CUB,Cuba,0
2020-01-26,CUB,Cuba,0
2020-01-27,CUB,Cuba,0
2020-01-28,CUB,Cuba,0
2020-01-29,CUB,Cuba,0
2020-01-30,CUB,Cuba,0
2020-01-31,CUB,Cuba,0
2020-02-01,CUB,Cuba,0
2020-02-02,CUB,Cuba,0
2020-02-03,CUB,Cuba,0
2020-02-04,CUB,Cuba,0
2020-02-05,CUB,Cuba,0
2020-02-06,CUB,Cuba,0
2020-02-07,CUB,Cuba,0
2020-02-08,CUB,Cuba,0
2020-02-09,CUB,Cuba,0
2020-02-10,CUB,Cuba,0
2020-02-11,CUB,Cuba,0
2020-02-12,CUB,Cuba,0
2020-02-13,CUB,Cuba,0
2020-02-14,CUB,Cuba,0
2020-02-15,CUB,Cuba,0
2020-02-16,CUB,Cuba,0
2020-02-17,CUB,Cuba,0
2020-02-18,CUB,Cuba,0
2020-02-19,CUB,Cuba,0
2020-02-20,CUB,Cuba,0
2020-02-21,CUB,Cuba,0
2020-02-22,CUB,Cuba,0
2020-02-23,CUB,Cuba,0
2020-02-24,CUB,Cuba,0
2020-02-25,CUB,Cuba,0
2020-02-26,CUB,Cuba,0
2020-02-27,CUB,Cuba,0
2020-02-28,CUB,Cuba,0
2020-02-29,CUB,Cuba,0
2020-03-01,CUB,Cuba,0
2020-03-02,CUB,Cuba,0
2020-03-03,CUB,Cuba,0
2020-03-04,CUB,Cuba,0
2020-03-05,CUB,Cuba,0
2020-03-06,CUB,Cuba,0
2020-03-07,CUB,Cuba,0
2020-03-08,CUB,Cuba,0
2020-03-09,CUB,Cuba,0
2020-03-10,CUB,Cuba,0
2020-03-11,CUB,Cuba,0
2020-03-12,CUB,Cuba,3
2020-03-13,CUB,Cuba,4
2020-03-14,CUB,Cuba,4
2020-03-15,CUB,Cuba,4
2020-03-16,CUB,Cuba,4
2020-03-17,CUB,Cuba,5
2020-03-18,CUB,Cuba,7
2020-03-19,CUB,Cuba,11
2020-03-20,CUB,Cuba,16
2020-03-21,CUB,Cuba,21
2020-03-22,CUB,Cuba,35
2020-03-23,CUB,Cuba,40
2020-03-24,CUB,Cuba,48
2020-03-25,CUB,Cuba,57
2020-03-26,CUB,Cuba,67
2020-03-27,CUB,Cuba,80
2020-03-28,CUB,Cuba,119
2020-03-29,CUB,Cuba,139
